,Date,ClientCode,symbol,exp,strk_x,opt,bfLong,bfShort,dayBq,daySQ,SettlementP,NetQ,Token,ins,strk_y,strk1
832,23 JAN 2023,MHM01213,EXIDEIND,20230125,0.0, ,3600,0,0,0,184.15,3600,48127,FUTSTK, ,0.0
833,23 JAN 2023,MHM01213,MPHASIS,20230223,0.0, ,0,0,11275,0,2069.8,11275,57674,FUTSTK, ,0.0
834,23 JAN 2023,MM646,NIFTY,20230125,18200.0,CE,0,200,0,0,38.65,-200,55902,OPTIDX,18200.00,18200.0
835,23 JAN 2023,MMM86002,INDHOTEL,20230125,290.0,PE,2000,0,0,0,0.7,2000,115750,OPTSTK,290.00,290.0
836,23 JAN 2023,MTJ01010,BANKNIFTY,20230125,42100.0,PE,25,0,0,25,25.2,0,55506,OPTIDX,42100.00,42100.0
837,23 JAN 2023,MU1TJPP001,BOSCHLTD,20230223,0.0, ,300,0,0,0,16869.95,300,48826,FUTSTK, ,0.0
838,23 JAN 2023,MU1TJPP001,NTPC,20230223,170.0,PE,0,11400,0,0,5.7,-11400,96918,OPTSTK,170.00,170.0
839,23 JAN 2023,MU1TJPP001,RELIANCE,20230223,2400.0,CE,4750,0,0,0,90.7,4750,103630,OPTSTK,2400.00,2400.0
840,23 JAN 2023,NA044,BAJFINANCE,20230125,6300.0,CE,125,0,0,0,1.7,125,74218,OPTSTK,6300.00,6300.0
841,23 JAN 2023,NRD001,BANKNIFTY,20230125,42500.0,PE,250,0,0,0,77.05,250,55515,OPTIDX,42500.00,42500.0
842,23 JAN 2023,NRP009,BANKNIFTY,20230125,43400.0,PE,0,0,300,300,568.8,0,55537,OPTIDX,43400.00,43400.0
843,23 JAN 2023,6405,AUROPHARMA,20230223,0.0, ,0,0,3000,0,447.85,3000,48805,FUTSTK, ,0.0
844,23 JAN 2023,6405,CHAMBLFERT,20230125,0.0, ,0,0,6000,6000,305.7,0,46404,FUTSTK, ,0.0
845,23 JAN 2023,6405,COROMANDEL,20230125,0.0, ,0,3500,0,0,864.35,-3500,48106,FUTSTK, ,0.0
846,23 JAN 2023,6405,LTTS,20230125,3200.0,PE,0,7400,16000,15600,4.6,-7000,120626,OPTSTK,3200.00,3200.0
847,23 JAN 2023,6405,LTTS,20230125,3650.0,CE,600,0,0,0,0.9,600,120643,OPTSTK,3650.00,3650.0
848,23 JAN 2023,6405,LTTS,20230125,3900.0,CE,0,600,600,600,0.6,-600,120653,OPTSTK,3900.00,3900.0
849,23 JAN 2023,6405,MARICO,20230125,515.0,CE,0,0,2400,1200,0.4,1200,121795,OPTSTK,515.00,515.0
850,23 JAN 2023,6405,MPHASIS,20230125,2080.0,CE,0,0,550,550,10.15,0,134202,OPTSTK,2080.00,2080.0
851,23 JAN 2023,6405,MPHASIS,20230125,2140.0,CE,0,0,550,550,1.9,0,134206,OPTSTK,2140.00,2140.0
852,23 JAN 2023,6405,ADANIPORTS,20230125,800.0,CE,0,20000,0,0,0.9,-20000,58595,OPTSTK,800.00,800.0
853,23 JAN 2023,6405,ADANIPORTS,20230125,810.0,CE,0,1875,0,0,0.7,-1875,59790,OPTSTK,810.00,810.0
854,23 JAN 2023,6405,ADANIPORTS,20230125,900.0,CE,0,1875,0,0,0.15,-1875,58796,OPTSTK,900.00,900.0
855,23 JAN 2023,6405,ADANIPORTS,20230125,940.0,CE,1250,0,0,0,0.05,1250,58810,OPTSTK,940.00,940.0
856,23 JAN 2023,6405,NAUKRI,20230125,3850.0,CE,0,4875,2000,125,12.05,-3000,139537,OPTSTK,3850.00,3850.0
857,23 JAN 2023,6405,COFORGE,20230125,4300.0,CE,0,0,10050,12150,83.0,-2100,85601,OPTSTK,4300.00,4300.0
858,23 JAN 2023,6405,PERSISTENT,20230125,4850.0,CE,0,0,175,1225,2.55,-1050,146455,OPTSTK,4850.00,4850.0
859,23 JAN 2023,6405,PERSISTENT,20230125,3900.0,PE,0,7700,1925,0,1.1,-5775,146418,OPTSTK,3900.00,3900.0
860,23 JAN 2023,6405,PERSISTENT,20230125,4300.0,CE,0,875,875,0,208.75,0,146433,OPTSTK,4300.00,4300.0
861,23 JAN 2023,6405,PERSISTENT,20230125,4450.0,CE,0,0,1750,2275,74.7,-525,146439,OPTSTK,4450.00,4450.0
862,23 JAN 2023,6405,PIIND,20230125,3100.0,PE,0,0,12500,12500,18.8,0,147186,OPTSTK,3100.00,3100.0
863,23 JAN 2023,6405,PETRONET,20230125,215.0,PE,3000,0,0,0,0.1,3000,56500,OPTSTK,215.00,215.0
864,23 JAN 2023,6405,POLYCAB,20230125,2550.0,PE,600,0,0,0,0.45,600,147522,OPTSTK,2550.00,2550.0
865,23 JAN 2023,6405,POLYCAB,20230125,2750.0,PE,10800,0,1800,13200,5.75,-600,147530,OPTSTK,2750.00,2750.0
866,23 JAN 2023,6405,POLYCAB,20230125,2900.0,CE,0,12000,12600,4800,4.7,-4200,147535,OPTSTK,2900.00,2900.0
867,23 JAN 2023,6405,POLYCAB,20230125,2950.0,CE,0,5100,5400,300,2.05,0,147537,OPTSTK,2950.00,2950.0
868,23 JAN 2023,6405,PEL,20230125,800.0,PE,2750,0,0,2750,0.15,0,146200,OPTSTK,800.00,800.0
869,23 JAN 2023,6405,PVR,20230223,1660.0,CE,0,2035,0,0,69.65,-2035,100983,OPTSTK,1660.00,1660.0
870,23 JAN 2023,6405,PVR,20230223,1700.0,CE,0,4477,4477,0,28.65,0,100987,OPTSTK,1700.00,1700.0
871,23 JAN 2023,6405,PVR,20230223,1720.0,CE,0,814,0,0,47.65,-814,100989,OPTSTK,1720.00,1720.0
872,23 JAN 2023,6405,PVR,20230125,1540.0,PE,407,0,0,0,1.1,407,147790,OPTSTK,1540.00,1540.0
873,23 JAN 2023,6405,PVR,20230125,1740.0,CE,0,4477,1221,0,0.5,-3256,147809,OPTSTK,1740.00,1740.0
874,23 JAN 2023,6405,RBLBANK,20230223,155.0,PE,0,20000,0,0,2.35,-20000,102431,OPTSTK,155.00,155.0
875,23 JAN 2023,6405,RBLBANK,20230125,180.0,CE,0,105000,50000,45000,0.2,-100000,148161,OPTSTK,180.00,180.0
876,23 JAN 2023,6405,RELIANCE,20230125,2360.0,PE,0,0,2750,2000,1.55,750,148450,OPTSTK,2360.00,2360.0
877,23 JAN 2023,6405,RELIANCE,20230125,2600.0,CE,0,17500,43500,250,0.6,25750,148473,OPTSTK,2600.00,2600.0
878,23 JAN 2023,6405,SAIL,20230223,90.0,PE,0,104000,88000,24000,2.55,-40000,104318,OPTSTK,90.00,90.0
879,23 JAN 2023,6405,SBICARD,20230125,770.0,CE,0,0,800,0,8.35,800,149069,OPTSTK,770.00,770.0
880,23 JAN 2023,6405,SHREECEM,20230125,22250.0,PE,0,0,100,100,43.8,0,149568,OPTSTK,22250.00,22250.0
881,23 JAN 2023,6405,SIEMENS,20230125,3100.0,CE,0,12925,12650,550,12.05,-825,149707,OPTSTK,3100.00,3100.0
882,23 JAN 2023,6405,SUNPHARMA,20230125,1100.0,CE,0,7700,6300,0,0.3,-1400,150229,OPTSTK,1100.00,1100.0
883,23 JAN 2023,6405,TATAMOTORS,20230125,395.0,PE,2850,0,0,0,0.45,2850,150880,OPTSTK,395.00,395.0
884,23 JAN 2023,6405,TATAPOWER,20230125,205.0,PE,3375,0,0,3375,0.6,0,151132,OPTSTK,205.00,205.0
885,23 JAN 2023,6405,TATACHEM,20230125,970.0,PE,500,0,0,0,3.9,500,159718,OPTSTK,970.00,970.0
886,23 JAN 2023,A0020,MANAPPURAM,20230125,0.0, ,6000,0,0,6000,119.0,0,49433,FUTSTK, ,0.0
887,23 JAN 2023,A0020,MARUTI,20230223,0.0, ,0,0,600,0,8480.6,600,57667,FUTSTK, ,0.0
888,23 JAN 2023,MAS44039,BANKNIFTY,20230125,44000.0,CE,50,0,0,0,5.25,50,55556,OPTIDX,44000.00,44000.0
889,23 JAN 2023,MAS44048,BANKNIFTY,20230125,44000.0,CE,25,0,0,0,5.25,25,55556,OPTIDX,44000.00,44000.0
890,23 JAN 2023,MASYC007,BPCL,20230223,0.0, ,0,0,1800,0,351.8,1800,48827,FUTSTK, ,0.0
891,23 JAN 2023,MB1337,BANKNIFTY,20230223,43000.0,CE,175,0,0,0,799.2,175,57887,OPTIDX,43000.00,43000.0
892,23 JAN 2023,MDS002,BANKNIFTY,20230125,40100.0,PE,0,0,1500,1500,3.8,0,55441,OPTIDX,40100.00,40100.0
893,23 JAN 2023,MDS002,BANKNIFTY,20230125,43000.0,CE,0,0,1500,1500,129.9,0,55525,OPTIDX,43000.00,43000.0
894,23 JAN 2023,MDS007,BANKNIFTY,20230125,45700.0,CE,0,0,100,100,3.15,0,46063,OPTIDX,45700.00,45700.0
895,23 JAN 2023,MDS007,BANKNIFTY,20230125,45800.0,CE,0,0,100,100,3.0,0,42905,OPTIDX,45800.00,45800.0
896,23 JAN 2023,MDS007,BANKNIFTY,20230125,42800.0,CE,0,0,200,200,229.5,0,55520,OPTIDX,42800.00,42800.0
897,23 JAN 2023,MDS009,BANKNIFTY,20230125,42900.0,PE,0,0,75,75,215.25,0,55524,OPTIDX,42900.00,42900.0
898,23 JAN 2023,MDS009,BANKNIFTY,20230125,42900.0,CE,0,0,200,200,175.9,0,55523,OPTIDX,42900.00,42900.0
899,23 JAN 2023,MDS009,BANKNIFTY,20230125,40300.0,PE,0,0,100,100,4.0,0,55445,OPTIDX,40300.00,40300.0
900,23 JAN 2023,MDS010,BANKNIFTY,20230125,45600.0,CE,0,0,100,100,3.2,0,46061,OPTIDX,45600.00,45600.0
901,23 JAN 2023,MDS010,BANKNIFTY,20230125,43100.0,PE,0,0,75,75,333.6,0,55531,OPTIDX,43100.00,43100.0
902,23 JAN 2023,MDS010,BANKNIFTY,20230125,43000.0,PE,0,0,75,75,269.55,0,55526,OPTIDX,43000.00,43000.0
903,23 JAN 2023,MDS010,BANKNIFTY,20230125,42800.0,CE,0,0,100,100,229.5,0,55520,OPTIDX,42800.00,42800.0
904,23 JAN 2023,MDS012,BANKNIFTY,20230125,42900.0,CE,0,0,500,500,175.9,0,55523,OPTIDX,42900.00,42900.0
905,23 JAN 2023,MDS012,BANKNIFTY,20230125,43000.0,CE,0,0,300,300,129.9,0,55525,OPTIDX,43000.00,43000.0
906,23 JAN 2023,MDS012,BANKNIFTY,20230125,42800.0,PE,0,0,150,150,169.7,0,55521,OPTIDX,42800.00,42800.0
907,23 JAN 2023,MDS016,BANKNIFTY,20230125,45600.0,CE,0,0,100,100,3.2,0,46061,OPTIDX,45600.00,45600.0
908,23 JAN 2023,MDS016,BANKNIFTY,20230125,43100.0,PE,0,0,75,75,333.6,0,55531,OPTIDX,43100.00,43100.0
909,23 JAN 2023,MDS016,BANKNIFTY,20230125,42800.0,CE,0,0,100,100,229.5,0,55520,OPTIDX,42800.00,42800.0
910,23 JAN 2023,MHM01045,HINDALCO,20230125,0.0, ,1400,0,0,0,493.7,1400,48173,FUTSTK, ,0.0
911,23 JAN 2023,MHM01045,INDIACEM,20230125,0.0, ,2900,0,0,0,207.9,2900,48226,FUTSTK, ,0.0
912,23 JAN 2023,MHM01045,JSWSTEEL,20230125,0.0, ,1350,0,0,0,733.15,1350,48241,FUTSTK, ,0.0
913,23 JAN 2023,MHM01213,DELTACORP,20230125,0.0, ,56000,0,0,0,206.15,56000,48120,FUTSTK, ,0.0
914,23 JAN 2023,MHMZB081,SIEMENS,20230223,3200.0,CE,0,0,275,0,49.9,275,106484,OPTSTK,3200.00,3200.0
915,23 JAN 2023,MM835,NIFTY,20230125,18200.0,PE,0,2000,0,0,92.1,-2000,55903,OPTIDX,18200.00,18200.0
916,23 JAN 2023,MTJ01010,FEDERALBNK,20230125,127.0,PE,5000,0,0,0,0.05,5000,91936,OPTSTK,127.00,127.0
917,23 JAN 2023,MTJ01010,LT,20230125,2180.0,PE,300,0,0,300,2.3,0,120406,OPTSTK,2180.00,2180.0
918,23 JAN 2023,MTJ01010,NIFTY,20230223,18200.0,PE,200,0,0,200,266.05,0,58467,OPTIDX,18200.00,18200.0
919,23 JAN 2023,MTJ01010,NIFTY,20230223,18000.0,PE,0,0,200,0,189.5,200,58455,OPTIDX,18000.00,18000.0
920,23 JAN 2023,MU1TJPP001,GODREJPROP,20230125,1200.0,CE,2125,0,0,0,38.25,2125,97715,OPTSTK,1200.00,1200.0
921,23 JAN 2023,NK008,BANKNIFTY,20230125,42800.0,PE,0,0,25,0,169.7,25,55521,OPTIDX,42800.00,42800.0
922,23 JAN 2023,6405,AMBUJACEM,20230125,0.0, ,367200,0,25200,300600,501.9,91800,36362,FUTSTK, ,0.0
923,23 JAN 2023,6405,ATUL,20230125,0.0, ,0,750,4200,4050,7136.35,-600,36909,FUTSTK, ,0.0
924,23 JAN 2023,6405,AXISBANK,20230223,0.0, ,1200,0,108000,655200,938.35,-546000,48806,FUTSTK, ,0.0
925,23 JAN 2023,6405,BAJFINANCE,20230125,0.0, ,8625,0,0,375,5875.0,8250,38798,FUTSTK, ,0.0
926,23 JAN 2023,6405,BALKRISIND,20230125,0.0, ,300,0,0,0,2249.3,300,38800,FUTSTK, ,0.0
927,23 JAN 2023,6405,BANKBARODA,20230125,0.0, ,17550,0,0,11700,180.75,5850,38906,FUTSTK, ,0.0
928,23 JAN 2023,6405,BPCL,20230125,0.0, ,5400,0,0,5400,350.2,0,45391,FUTSTK, ,0.0
929,23 JAN 2023,6405,HDFC,20230125,0.0, ,8100,0,0,1800,2740.35,6300,48152,FUTSTK, ,0.0
930,23 JAN 2023,6405,HDFCLIFE,20230125,0.0, ,4400,0,6600,9900,590.05,1100,48155,FUTSTK, ,0.0
931,23 JAN 2023,6405,IDEA,20230125,0.0, ,840000,0,0,420000,7.1,420000,48211,FUTSTK, ,0.0
932,23 JAN 2023,6405,IDFC,20230125,0.0, ,240000,0,30000,270000,87.25,0,48212,FUTSTK, ,0.0
933,23 JAN 2023,6405,INDUSINDBK,20230125,0.0, ,25650,0,5400,8100,1203.4,22950,48229,FUTSTK, ,0.0
934,23 JAN 2023,6405,INDHOTEL,20230125,0.0, ,0,10000,0,0,298.7,-10000,48225,FUTSTK, ,0.0
935,23 JAN 2023,6405,LTTS,20230125,0.0, ,0,3400,4400,3400,3335.1,-2400,48260,FUTSTK, ,0.0
936,23 JAN 2023,6405,PIIND,20230125,0.0, ,0,0,16500,11000,3137.55,5500,55261,FUTSTK, ,0.0
937,23 JAN 2023,6405,PNB,20230223,0.0, ,32000,0,368000,32000,57.2,368000,57693,FUTSTK, ,0.0
938,23 JAN 2023,6405,RAIN,20230125,0.0, ,14000,0,0,7000,174.85,7000,55266,FUTSTK, ,0.0
939,23 JAN 2023,6405,RELIANCE,20230223,0.0, ,500,0,0,0,2447.4,500,57701,FUTSTK, ,0.0
940,23 JAN 2023,6405,SRF,20230223,0.0, ,0,0,3000,0,2127.4,3000,57708,FUTSTK, ,0.0
941,23 JAN 2023,6405,TATASTEEL,20230125,0.0, ,16500,0,33000,33000,122.15,16500,55289,FUTSTK, ,0.0
942,23 JAN 2023,6405,ABB,20230125,2900.0,PE,1500,0,500,1000,6.4,1000,56270,OPTSTK,2900.00,2900.0
943,23 JAN 2023,6405,ABFRL,20230125,260.0,PE,2600,0,0,0,1.65,2600,56714,OPTSTK,260.00,260.0
944,23 JAN 2023,6405,ADANIENT,20230125,3300.0,PE,0,0,2250,6500,3.35,-4250,58363,OPTSTK,3300.00,3300.0
945,23 JAN 2023,6405,FINNIFTY,20230124,18450.0,CE,0,200,200,0,443.85,0,57023,OPTIDX,18450.00,18450.0
946,23 JAN 2023,6405,FINNIFTY,20230124,18850.0,PE,0,200,16960,23800,30.9,-7040,57040,OPTIDX,18850.00,18850.0
947,23 JAN 2023,6405,FINNIFTY,20230124,18850.0,CE,0,200,4040,4240,78.8,-400,57039,OPTIDX,18850.00,18850.0
948,23 JAN 2023,6405,FINNIFTY,20230124,18400.0,PE,0,200,4000,3800,1.3,0,57022,OPTIDX,18400.00,18400.0
949,23 JAN 2023,6405,FINNIFTY,20230124,18700.0,PE,0,160,27080,29320,5.2,-2400,57034,OPTIDX,18700.00,18700.0
950,23 JAN 2023,6405,FINNIFTY,20230124,18650.0,PE,0,0,7400,9440,3.2,-2040,57032,OPTIDX,18650.00,18650.0
951,23 JAN 2023,6405,FINNIFTY,20230124,18550.0,CE,0,200,200,0,351.2,0,57027,OPTIDX,18550.00,18550.0
952,23 JAN 2023,6405,FINNIFTY,20230124,18950.0,CE,0,200,25040,33640,29.25,-8800,57043,OPTIDX,18950.00,18950.0
953,23 JAN 2023,6405,NIFTY,20230202,19000.0,PE,0,0,0,400,833.25,-400,42556,OPTIDX,19000.00,19000.0
954,23 JAN 2023,6405,NIFTY,20230209,17500.0,PE,0,0,500,0,33.95,500,41056,OPTIDX,17500.00,17500.0
955,23 JAN 2023,6405,NIFTY,20230209,18200.0,PE,0,0,600,0,210.45,600,46896,OPTIDX,18200.00,18200.0
956,23 JAN 2023,6405,NIFTY,20230125,17300.0,PE,14500,0,3000,2500,1.25,15000,55826,OPTIDX,17300.00,17300.0
957,23 JAN 2023,6405,NIFTY,20230125,18000.0,PE,20000,0,119150,127950,18.65,11200,55895,OPTIDX,18000.00,18000.0
958,23 JAN 2023,6405,NIFTY,20230125,18750.0,CE,0,1000,0,0,1.4,-1000,55926,OPTIDX,18750.00,18750.0
959,23 JAN 2023,6405,NIFTY,20230223,18500.0,CE,900,0,0,0,152.55,900,58482,OPTIDX,18500.00,18500.0
960,23 JAN 2023,6405,NIFTY,20230223,19000.0,CE,200,0,10800,10800,36.95,200,58516,OPTIDX,19000.00,19000.0
961,23 JAN 2023,6405,NIFTY,20230125,18100.0,CE,10200,0,89800,93600,90.3,6400,55898,OPTIDX,18100.00,18100.0
962,23 JAN 2023,6405,NIFTY,20230329,16500.0,PE,0,0,200,0,37.25,200,53270,OPTIDX,16500.00,16500.0
963,23 JAN 2023,RJ02011,BANKNIFTY,20230125,0.0, ,25,0,0,0,42861.95,25,35047,FUTIDX, ,0.0
964,23 JAN 2023,RJ06022,BANKNIFTY,20230125,40200.0,PE,25,0,0,0,3.85,25,55443,OPTIDX,40200.00,40200.0
965,23 JAN 2023,RKH003,NIFTY,20230125,19000.0,CE,100,0,0,100,1.35,0,55956,OPTIDX,19000.00,19000.0
966,23 JAN 2023,SKB015,BANKNIFTY,20230223,0.0, ,25,0,0,0,43049.0,25,48756,FUTIDX, ,0.0
967,23 JAN 2023,SMG002,AMBUJACEM,20230125,480.0,PE,0,0,1800,1800,0.65,0,59331,OPTSTK,480.00,480.0
968,23 JAN 2023,SMG002,BANKNIFTY,20230125,42500.0,PE,0,0,25,25,77.05,0,55515,OPTIDX,42500.00,42500.0
969,23 JAN 2023,SSM101,NIFTY,20230125,18000.0,CE,0,100,0,0,165.25,-100,55894,OPTIDX,18000.00,18000.0
970,23 JAN 2023,SSM171,BAJFINANCE,20230223,6000.0,CE,125,0,0,0,153.5,125,63827,OPTSTK,6000.00,6000.0
971,23 JAN 2023,SSM189,ITC,20230125,0.0, ,1600,0,0,1600,337.55,0,48236,FUTSTK, ,0.0
972,23 JAN 2023,SSS014,NIFTY,20230125,18700.0,CE,50,0,0,0,1.55,50,55924,OPTIDX,18700.00,18700.0
973,23 JAN 2023,SSY333,KOTAKBANK,20230223,1800.0,CE,0,0,400,0,42.95,400,92216,OPTSTK,1800.00,1800.0
974,23 JAN 2023,SV011,MARUTI,20230223,9500.0,CE,100,0,0,0,14.0,100,94268,OPTSTK,9500.00,9500.0
975,23 JAN 2023,TM0001,BANKNIFTY,20230125,42500.0,PE,0,0,50,50,77.05,0,55515,OPTIDX,42500.00,42500.0
976,23 JAN 2023,TM0001,BANKNIFTY,20230125,43100.0,CE,0,0,50,50,93.3,0,55530,OPTIDX,43100.00,43100.0
977,23 JAN 2023,TM0001,BANKNIFTY,20230125,43500.0,CE,0,0,50,50,19.25,0,55538,OPTIDX,43500.00,43500.0
978,23 JAN 2023,TM0001,BANKNIFTY,20230125,42200.0,PE,0,0,50,50,33.3,0,55508,OPTIDX,42200.00,42200.0
979,23 JAN 2023,TM0001,BANKNIFTY,20230125,43400.0,CE,0,0,50,50,28.7,0,55536,OPTIDX,43400.00,43400.0
980,23 JAN 2023,V11020,LTTS,20230223,3400.0,CE,0,0,200,0,77.8,200,93182,OPTSTK,3400.00,3400.0
981,23 JAN 2023,V11020,MARUTI,20230223,8600.0,CE,0,0,100,0,157.6,100,94242,OPTSTK,8600.00,8600.0
982,23 JAN 2023,V18034,BANKNIFTY,20230125,43100.0,CE,0,0,100,75,93.3,25,55530,OPTIDX,43100.00,43100.0
983,23 JAN 2023,V18034,BANKNIFTY,20230125,42700.0,PE,0,0,25,25,132.3,0,55519,OPTIDX,42700.00,42700.0
984,23 JAN 2023,ZH035,BANDHANBNK,20230125,0.0, ,5400,0,0,1800,247.75,3600,38903,FUTSTK, ,0.0
985,23 JAN 2023,6405,BANKNIFTY,20230125,43000.0,CE,0,4200,133100,129600,129.9,-700,55525,OPTIDX,43000.00,43000.0
986,23 JAN 2023,6405,BANKNIFTY,20230125,42700.0,PE,0,800,113425,114450,132.3,-1825,55519,OPTIDX,42700.00,42700.0
987,23 JAN 2023,6405,FINNIFTY,20230124,18350.0,PE,2400,0,0,2400,1.2,0,57020,OPTIDX,18350.00,18350.0
988,23 JAN 2023,6405,FINNIFTY,20230124,18500.0,PE,0,200,5000,7720,1.55,-2920,57026,OPTIDX,18500.00,18500.0
989,23 JAN 2023,6405,NIFTY,20230202,18150.0,PE,0,0,0,600,152.2,-600,42428,OPTIDX,18150.00,18150.0
990,23 JAN 2023,6405,NIFTY,20230202,17900.0,PE,0,0,3000,0,67.05,3000,42390,OPTIDX,17900.00,17900.0
991,23 JAN 2023,6405,NIFTY,20230202,18500.0,CE,0,500,250,250,39.1,-500,42497,OPTIDX,18500.00,18500.0
992,23 JAN 2023,6405,NIFTY,20230125,17400.0,PE,18000,0,3600,3600,1.45,18000,55842,OPTIDX,17400.00,17400.0
993,23 JAN 2023,6405,NIFTY,20230125,18450.0,CE,0,600,14300,13700,2.7,0,55914,OPTIDX,18450.00,18450.0
994,23 JAN 2023,6405,NIFTY,20230125,19000.0,CE,11500,0,2000,3500,1.35,10000,55956,OPTIDX,19000.00,19000.0
995,23 JAN 2023,6405,NIFTY,20230125,18800.0,CE,0,0,4000,0,1.4,4000,55928,OPTIDX,18800.00,18800.0
996,23 JAN 2023,6405,NIFTY,20230329,18000.0,PE,1000,0,300,0,272.35,1300,57273,OPTIDX,18000.00,18000.0
997,23 JAN 2023,6405,NIFTY,20230125,18300.0,PE,0,0,400,400,166.2,0,55907,OPTIDX,18300.00,18300.0
998,23 JAN 2023,6405,NIFTY,20230125,18700.0,CE,8000,0,45150,9650,1.55,43500,55924,OPTIDX,18700.00,18700.0
999,23 JAN 2023,6405,NIFTY,20230125,18650.0,CE,0,0,1400,900,1.5,500,55922,OPTIDX,18650.00,18650.0
1000,23 JAN 2023,6405,NIFTY,20230125,17550.0,PE,0,0,1300,1300,1.85,0,55862,OPTIDX,17550.00,17550.0
1001,23 JAN 2023,6405,NIFTY,20230223,19000.0,PE,500,0,400,0,807.75,900,58517,OPTIDX,19000.00,19000.0
1002,23 JAN 2023,6405,NIFTY,20230125,17500.0,PE,5000,0,28600,5200,1.75,28400,55846,OPTIDX,17500.00,17500.0
1003,23 JAN 2023,6405,NIFTY,20230125,17900.0,PE,2000,0,28000,37300,7.65,-7300,55891,OPTIDX,17900.00,17900.0
1004,23 JAN 2023,PKR002,BANKNIFTY,20230125,43100.0,CE,0,0,500,500,93.3,0,55530,OPTIDX,43100.00,43100.0
1005,23 JAN 2023,PKR002,NIFTY,20230125,18100.0,PE,0,0,950,950,43.8,0,55899,OPTIDX,18100.00,18100.0
1006,23 JAN 2023,PKR027,NIFTY,20230125,18100.0,PE,0,0,500,500,43.8,0,55899,OPTIDX,18100.00,18100.0
1007,23 JAN 2023,PN004,IDEA,20230223,5.0,PE,140000,0,0,0,0.05,140000,83778,OPTSTK,5.00,5.0
1008,23 JAN 2023,RJ027022,BANKNIFTY,20230125,0.0, ,25,0,0,0,42861.95,25,35047,FUTIDX, ,0.0
1009,23 JAN 2023,RJ029006,INDUSINDBK,20230125,1280.0,CE,1350,0,0,1350,0.65,0,116271,OPTSTK,1280.00,1280.0
1010,23 JAN 2023,RJ06016,CANBK,20230125,0.0, ,0,0,2700,2700,323.65,0,46089,FUTSTK, ,0.0
1011,23 JAN 2023,SMG002,SIEMENS,20230125,3120.0,CE,825,0,0,825,8.75,0,158053,OPTSTK,3120.00,3120.0
1012,23 JAN 2023,SMG002,FINNIFTY,20230124,18900.0,PE,0,0,40,40,51.4,0,57042,OPTIDX,18900.00,18900.0
1013,23 JAN 2023,SSM171,ACC,20230223,2300.0,PE,0,0,250,0,56.65,250,59923,OPTSTK,2300.00,2300.0
1014,23 JAN 2023,SSM171,FSL,20230223,105.0,CE,0,0,5200,0,4.85,5200,76452,OPTSTK,105.00,105.0
1015,23 JAN 2023,SSM171,FSL,20230125,105.0,CE,5200,0,0,5200,1.2,0,92933,OPTSTK,105.00,105.0
1016,23 JAN 2023,SSM189,ITC,20230223,350.0,CE,0,0,0,1600,4.5,-1600,91336,OPTSTK,350.00,350.0
1017,23 JAN 2023,SSM189,TATACHEM,20230125,1000.0,CE,500,0,0,0,1.95,500,150505,OPTSTK,1000.00,1000.0
1018,23 JAN 2023,SSM189,BANKNIFTY,20230125,42000.0,CE,25,0,0,0,877.5,25,55500,OPTIDX,42000.00,42000.0
1019,23 JAN 2023,SSM234,EICHERMOT,20230223,3100.0,CE,0,0,175,0,170.0,175,74551,OPTSTK,3100.00,3100.0
1020,23 JAN 2023,SSM234,TATACONSUM,20230125,800.0,CE,900,0,0,0,0.15,900,150749,OPTSTK,800.00,800.0
1021,23 JAN 2023,SSY333,TATAMOTORS,20230223,400.0,CE,0,0,1425,0,20.05,1425,109902,OPTSTK,400.00,400.0
1022,23 JAN 2023,SSY333,NIFTY,20230125,18000.0,CE,0,50,50,0,165.25,0,55894,OPTIDX,18000.00,18000.0
1023,23 JAN 2023,TG0335,BANKNIFTY,20230125,43000.0,CE,0,0,25,25,129.9,0,55525,OPTIDX,43000.00,43000.0
1024,23 JAN 2023,TM0001,BANKNIFTY,20230125,45600.0,CE,0,0,100,100,3.2,0,46061,OPTIDX,45600.00,45600.0
1025,23 JAN 2023,TM0001,BANKNIFTY,20230125,45500.0,CE,0,0,100,100,3.45,0,55595,OPTIDX,45500.00,45500.0
1026,23 JAN 2023,TM0001,BANKNIFTY,20230125,42600.0,PE,0,0,50,50,101.65,0,55517,OPTIDX,42600.00,42600.0
1027,23 JAN 2023,TM0001,BANKNIFTY,20230125,43000.0,CE,0,0,50,50,129.9,0,55525,OPTIDX,43000.00,43000.0
1028,23 JAN 2023,TM0001,BANKNIFTY,20230125,42700.0,PE,0,0,50,50,132.3,0,55519,OPTIDX,42700.00,42700.0
1029,23 JAN 2023,SSM101,GODREJPROP,20230125,1200.0,CE,425,0,0,0,38.25,425,97715,OPTSTK,1200.00,1200.0
1030,23 JAN 2023,6405,KOTAKBANK,20230125,1940.0,CE,0,800,1200,0,0.35,400,119113,OPTSTK,1940.00,1940.0
1031,23 JAN 2023,6405,KOTAKBANK,20230125,2000.0,PE,0,4400,0,0,215.55,-4400,119120,OPTSTK,2000.00,2000.0
1032,23 JAN 2023,6405,LAURUSLABS,20230125,355.0,CE,3300,0,0,0,1.3,3300,125873,OPTSTK,355.00,355.0
1033,23 JAN 2023,6405,LALPATHLAB,20230125,2100.0,CE,0,1500,750,250,56.8,-1000,119655,OPTSTK,2100.00,2100.0
