,CLIENT_ID,ins_x,symbol,exp,strk,opt,StockName,NetQty,ClPrice,ClAmt,Exposure_Mrg,Span_Mrg,Total_Margin,%_Margin,Token,ins_y,strk1,close
1207,30532,OPTSTK,IDFCFIRSTB,20230125,60.00,CE,EO CE IDFCFIRSTB 25Jan23 60.0000,-15000,60.1,901500,31552.5,0.0,31552.5,3.5,114731,OPTSTK,60.0,1.9
1208,30532,OPTSTK,IDFCFIRSTB,20230125,61.00,CE,EO CE IDFCFIRSTB 25Jan23 61.0000,-15000,60.1,901500,31552.5,0.0,31552.5,3.5,114733,OPTSTK,61.0,1.5
1209,30532,OPTSTK,IDFCFIRSTB,20230125,55.00,PE,EO PE IDFCFIRSTB 25Jan23 55.0000,15000,60.1,901500,0.0,0.0,0.0,0.0,114678,OPTSTK,55.0,0.35
1210,30533,OPTSTK,BAJFINANCE,20230125,6300.00,CE,EO CE BAJFINANCE 25Jan23 6300.0000,500,5924.15,2962075,0.0,302338.75,302338.75,10.21,74218,OPTSTK,6300.0,27.4
1211,30533,OPTSTK,BAJFINANCE,20230125,6500.00,CE,EO CE BAJFINANCE 25Jan23 6500.0000,-1000,5924.15,5924150,207345.25,0.0,207345.25,3.5,74222,OPTSTK,6500.0,13.55
1212,30533,OPTSTK,BAJFINANCE,20230125,6600.00,CE,EO CE BAJFINANCE 25Jan23 6600.0000,500,5924.15,2962075,0.0,0.0,0.0,0.0,74224,OPTSTK,6600.0,9.8
1213,30533,OPTSTK,BAJFINANCE,20230125,7000.00,CE,EO CE BAJFINANCE 25Jan23 7000.0000,-875,5924.15,5183631,181427.09,0.0,181427.09,3.5,74232,OPTSTK,7000.0,4.35
1214,30533,OPTSTK,BANDHANBNK,20230125,270.00,CE,EO CE BANDHANBNK 25Jan23 270.0000,59400,245.8,14600520,0.0,0.0,0.0,0.0,75700,OPTSTK,270.0,1.2
1215,30533,FUTSTK,BEL,20230125, , ,EF BEL 25Jan23,22800,100.8,2298240,80438.4,23256.0,103694.4,4.51,38910,FUTSTK,0.0,100.8
1216,30533,OPTSTK,BEL,20230125,105.00,CE,EO CE BEL 25Jan23 105.0000,57000,100.8,5745600,0.0,0.0,0.0,0.0,78860,OPTSTK,105.0,1.2
1217,30533,OPTSTK,BEL,20230125,100.00,PE,EO PE BEL 25Jan23 100.0000,22800,100.8,2298240,0.0,0.0,0.0,0.0,78830,OPTSTK,100.0,2.3
1218,30533,FUTSTK,BHEL,20230125, , ,EF BHEL 25Jan23,52500,81.5,4278750,299512.5,1048950.0,1348462.5,31.52,42637,FUTSTK,0.0,81.5
1219,30533,OPTSTK,BHEL,20230125,83.00,CE,EO CE BHEL 25Jan23 83.0000,-105000,81.5,8557500,599025.0,0.0,599025.0,7.0,81173,OPTSTK,83.0,2.05
1220,30533,FUTSTK,IBULHSGFIN,20230125, , ,EF IBULHSGFIN 25Jan23,16000,140.7,2251200,236376.0,97920.0,334296.0,14.85,48191,FUTSTK,0.0,140.7
1221,30533,OPTSTK,IBULHSGFIN,20230125,155.00,CE,EO CE IBULHSGFIN 25Jan23 155.0000,-12000,140.7,1688400,177282.0,0.0,177282.0,10.5,107295,OPTSTK,155.0,1.35
1222,30533,OPTSTK,IBULHSGFIN,20230125,135.00,PE,EO PE IBULHSGFIN 25Jan23 135.0000,16000,140.7,2251200,0.0,0.0,0.0,0.0,107280,OPTSTK,135.0,4.55
1223,30533,FUTSTK,IDFCFIRSTB,20230125, , ,EF IDFCFIRSTB 25Jan23,90000,60.1,5409000,189315.0,1125750.0,1315065.0,24.31,48213,FUTSTK,0.0,60.1
1224,30533,OPTSTK,IDFCFIRSTB,20230125,60.00,CE,EO CE IDFCFIRSTB 25Jan23 60.0000,-90000,60.1,5409000,189315.0,0.0,189315.0,3.5,114731,OPTSTK,60.0,1.9
1225,30533,OPTSTK,IDFCFIRSTB,20230125,61.00,CE,EO CE IDFCFIRSTB 25Jan23 61.0000,-30000,60.1,1803000,63105.0,0.0,63105.0,3.5,114733,OPTSTK,61.0,1.5
1226,30533,OPTSTK,IDFCFIRSTB,20230125,62.00,CE,EO CE IDFCFIRSTB 25Jan23 62.0000,-75000,60.1,4507500,157762.5,0.0,157762.5,3.5,114735,OPTSTK,62.0,1.15
1227,30533,OPTSTK,IDFCFIRSTB,20230125,56.00,PE,EO PE IDFCFIRSTB 25Jan23 56.0000,75000,60.1,4507500,0.0,0.0,0.0,0.0,114680,OPTSTK,56.0,0.5
1228,30533,FUTSTK,MARUTI,20230125, , ,EF MARUTI 25Jan23,300,8318.1,2495430,87340.05,360054.0,447394.05,17.93,50349,FUTSTK,0.0,8318.1
1229,30533,FUTSTK,NATIONALUM,20230125, , ,EF NATIONALUM 25Jan23,37500,85.15,3193125,223518.75,691125.0,914643.75,28.64,52457,FUTSTK,0.0,85.15
