ClientCode,Symbol,EXPO_Margin,SPAN_Margin,Total_Margin,FUT_MTM,OPT_MTM,FNO_MTM,PRM_MRG,
KS126,TATASTEEL,0,0,0,0,0,0,0,
MA037,NIFTY,74051,116222,192223,0,0,0,1950,
MAL10002,VOLTAS,0,-1625,-12150,0,0,0,-10525,
MAS05045,BHARATFORG,29646,160460,190106,0,0,0,0,
MAS09029,ASIANPAINT,0,-300,-600,0,0,0,-300,
MDS002,NIFTY,0,270,540,0,0,0,270,
MHM01179,KOTAKBANK,26997,112408,139405,0,0,0,0,
MHM01179,TVSMOTOR,50835,254758,305593,0,0,0,0,
MHM01213,ICICIPRULI,47470,225510,272980,0,0,0,0,
MMM12002,INFY,0,60,-435,0,0,0,-495,
MNTZM002,APOLLOTYRE,0,10325,20650,0,0,0,10325,
MNTZM002,INDIGO,0,-8700,-75270,0,0,0,-66570,
MNTZM002,SBILIFE,0,2062,4125,0,0,0,2062,
MNTZM002,TATACONSUM,0,-360,-720,0,0,0,-360,
MNTZS001,GODREJPROP,0,-243,-487,0,0,0,-243,
MU1TJPP001,IBULHSGFIN,0,-4600,-29200,0,0,0,-24600,
PKR024,IRCTC,0,-3937,-23187,0,0,0,-19250,
PKR026,IRCTC,0,-3981,-23275,0,0,0,-19293,
RJ06016,CANBK,0,0,0,0,0,0,0,
SSM101,GODREJPROP,0,-2258,-23383,0,0,0,-21125,
SSM171,BANKNIFTY,21491,1120,17641,0,0,0,-4970,
SSM171,VOLTAS,0,-2275,-17775,0,0,0,-15500,
SSM189,BANKNIFTY,42983,130484,188543,0,0,0,15075,
SSM189,GODREJPROP,14644,93447,108091,0,0,0,0,
SSM234,GODREJPROP,0,-1397,-21661,0,0,0,-20263,
SSY025,BANKNIFTY,0,-4383,-77280,0,0,0,-72896,
SSY025,TATAMOTORS,0,-142,-25649,0,0,0,-25507,
SSY137,TATAPOWER,0,-7087,-102600,0,0,0,-95512,
V01037,RELIANCE,0,-475,-950,0,0,0,-475,
V22061,SRF,0,750,-35250,0,0,0,-36000,
V25007,MGL,0,1200,2400,0,0,0,1200,
VJ417,LAURUSLABS,28677,159552,188229,0,0,0,0,
VRM004,L&TFH,0,-6246,-72730,0,0,0,-66483,
VRM155,MARUTI,0,1820,3640,0,0,0,1820,
VRM164,MARUTI,0,6225,12450,0,0,0,6225,
VRM164,NIFTY,0,-5485,-71220,0,0,0,-65735,
6405,CROMPTON,19173,11925,15198,0,0,0,-15900,
A0020,ASHOKLEY,0,0,0,0,0,0,0,
A0020,DALBHARAT,30487,176090,206577,0,0,0,0,
A0020,GRANULES,24962,148060,173022,0,0,0,0,
A0374,ABFRL,56529,320580,377109,0,0,0,0,
A1528,NIFTY,2221530,5185037,8565725,0,0,0,1159157,
A1877,BANDHANBNK,41419,55836,96535,0,0,0,-720,
A2684,GRANULES,0,-12800,-25600,0,0,0,-12800,
AHM0180,RELIANCE,22904,100792,123696,0,0,0,0,
DKM001,BANKNIFTY,0,527,1055,0,0,0,527,
HJ033,FINNIFTY,0,636,1272,0,0,0,636,
HJ043,BANKNIFTY,0,637,1275,0,0,0,637,
KL002,RECLTD,0,-400,-6800,0,0,0,-6400,
MAS12027,RELIANCE,22904,79522,110501,0,0,0,8074,
MAS19014,BANKNIFTY,0,3967,7935,0,0,0,3967,
MAS19014,NIFTY,0,-1450,-5415,0,0,0,-3965,
MAS44001,NIFTY,0,-1655,-5825,0,0,0,-4170,
MHM01179,ASIANPAINT,21757,91304,113061,0,0,0,0,
MHM01179,MARICO,20422,83351,103774,0,0,0,0,
MK027,NIFTY,0,4372,8745,0,0,0,4372,
MM534,BANKNIFTY,0,425,850,0,0,0,425,
MNTZS001,BANKNIFTY,0,786,1572,0,0,0,786,
MNTZS001,CIPLA,0,-292,-13097,0,0,0,-12805,
SSS014,MPHASIS,0,-315,-3167,0,0,0,-2852,
V11020,RELIANCE,0,312,-15875,0,0,0,-16187,
V25007,ASIANPAINT,0,-100,-13600,0,0,0,-13500,
VRM148,APOLLOTYRE,107751,683234,790985,0,0,0,0,
VRM155,NIFTY,0,-4772,-27620,0,0,0,-22847,
ARM027,NIFTY,0,17132,34265,0,0,0,17132,
GHD100,BANKNIFTY,0,680,1360,0,0,0,680,
PN004,BANKNIFTY,0,367,735,0,0,0,367,
RJ029006,BANKNIFTY,0,-1310,-8211,0,0,0,-6901,
SSM189,NIFTY,18512,75285,104262,0,0,0,10465,
MTJ01010,FINNIFTY,0,-130,-2292,0,0,0,-2162,
